"晴蘭","有必要泼一下冷水：不是黑，作为期待已久的诚哥新作，很失望。整体结构完全比不上君名，剧情很迷很迷，一如既往精致的画面和比前作更好听的音乐都撑不起这个故事。男女主角的相遇、连接以及彼此之间的感情太过苍白，全靠男主令人厌倦的呐喊来刻意强调。此外，几乎所有的冲突都制造在和警察（剧中反派？）的对立上，显得莫名其妙甚至有点引人不快。看似更宏大的“世界系”设定，最终还是落在了小格局上。"
"找钱人","两分给的是画面和晴女作为职业去挣钱那个点，剩下的所有都让人烦感，然后就是女主莫名其妙成为晴女，老天爷为了干掉女主就一直下雨，必着女主去死，结果呢，男主说救回来就救回来了，新海诚沉浸在自己的世界太久了，有点疯了。我相信很多人看到三观不正是男主进入天空世界以后，大喊，只要能见到女主，世界什么样都无所谓，失去一切都无所谓，天天下雨都无所谓，然后音乐起来了，16岁，离家出走，谁都不管，不顾及家人的担心，为了只认识不久的一个女孩就要献出生命，这是电影该表达的三观么？女主没有做错，她不应该被活祭，这是另一个问题，只能说新海诚本身就想表达的有点像道家的天地不仁的意思，可是他能力不够，硬是加了一个晴女的内核，但是又怕人说她三观不正，就硬扯到大自然规律，我靠，这不是当了婊子又立牌坊么，有本事别拿这种玄乎的东西"
"筱桑","2.5。看了还挺想再去东京的，画面没得挑。"
"IamAZ","编剧一言难尽。城市的细雨与漫天樱花，召之即来的眼泪与不停歇的奔跑，就是新海诚世界里勇敢的爱情哈"
"忍者神瓜","啥破玩意儿。。。。。鼓吹暴力袭警逃学的毁三观的片子"
"连城易脆","最后的结尾真的是让我黑人问号脸，观众也都笑场了，倘若可以发弹幕，真的会是满屏幕的？？？？？？？？因为故事实在是太扯淡了！你虚构架空也要遵循最基本的逻辑吧？就算警察制服不了16岁的小朋友，但是如此神奇的事情政府居然没有任何干预，也太夸张了。另外“只要我们能在一起，哪管你洪水滔天”的爱情观也是让人惊呆了！让我想起类似的《大鱼海棠》，价值观也是被各种吐口水，总结下来真的就是【画面无与伦比的美，故事无与伦比的扯】，情节也是过于简单，日本有所谓的轻小说，新海诚算是开创了一种新电影——轻电影。新海诚根本接不了宫崎骏的班，最后居然小栗旬和花泽香菜有参与配音哇。"
"我妲己很牛逼","太幼稚了"
"当时明月在","日版大鱼海棠"
"祝你早安","新海城缺一个能力强的、三观正的编剧oh不！应该给所有从事影视行业的人说：好故事永远都是最重要的，如果做不到这点的话，画面再好、技术再🐮，观众进去就只会睡觉或提前离场！"
"lea","新海诚的动画片都是侮辱智商...."
"梦沉雨夜","困。。。。。。。"
"瓦尔登山去","新海诚还行不行？讲了个“就算大雨让这座城市颠倒，我也要给你怀抱…”的故事？😶"
"柯里昂","君名是巅峰，“诚”不我欺。"
"cawa","從主題、劇本、節奏到畫風無一不討厭，少有的「第一次看導演作品就想放棄他」。"
"郭老师的b茅","你的名字是救女友同时拯救全村人民，这个是救女友顺便把东京变成威尼斯？？？"
"时间之葬","壁纸大湿新海诚其实一直没有走出相信韩剧的年纪，而这一次连壁纸都没有了往日的惊艳感。另外，天空下坠那一幕，总觉得是在看《天空之城》的海报"
"分藤四郎","说真的，搞不懂为什么有这么多人吹新海诚，除了画面真的很普通好吗，君名还行，天气之子的剧情真的很弱智诶。画面再好看，剧情不好有什么用，喜欢看画面不如直接去看纪录片好咯。反正新海诚就是剧情不足画面来凑。男主真的超级中二，脸不要太大了好吗。我们改变了世界，对对你们真的很牛批诶。感情戏完全不能产生共鸣，还不如人小学生谈恋爱好看。5.5分，5分都给女主弟弟。"
"KLY","19/7/2019@TOHOシネマズ新宿。君名奇蹟般的成功，感覺令誠哥在創作方面帶來不少負面的影響...這次劇本除了有很多君名的既視感外，劇情也充滿太多硬傷(那把手槍的出現是為了ending那場戲而塞進去吧？？)，男主角各種行為看得我一臉尷尬....全片配音最差的絕對是本田翼無誤。"
"托尼·王大拿","过分精致的画面与极度囫囵的故事真是蹩脚的搭配，这类“不管能不能感动观众先把自己感动个昏天黑地再说”的设定着实一言难尽..."
"xxhhcc","想拍成<辉夜姬>，但依然只是<你的名字。>...."
"库索","新海诚疯了！"
"花未名","幼稚，没有逻辑"
"玖羽","看在制作精良的份上，两星不能再多。剧情太虚了…就是个短片的剧情，用尬到不行的都合和煽情硬抻成剧场版，我感觉我看了两个小时东京街景"
"应用层协议","不是，这玩意不就是东京版《大鱼海棠》？电车、下雨、MV，全是那老几样，还是加量大放送，有完没完啊诚哥？破楼那段马景涛咆哮体，然后MV一起，歪日。。。兴许那段能煽哭不少妹子，而我看了就一个感受：沃的天嘞~~~话说日本的老天爷啥意思？非得上供个未成年少女才愿意收雨？这不跟我们这边各路大仙小鬼要吃童男童女一个德行么？"
"乌鸦火堂","跟朋友一块看，看完她说，画面挺好的，但故事不是很理解，很迷很迷。是的，我也这样认为的。"
"redhousepainter","尴尬指数五星，矫情指数五星，手枪这个道具没看懂，三年后两人相逢没看懂，有画面加成的插曲也远不及没有画面的なでもない，这片子的企划案能通过也可见新海诚的话语权有多大。说到底这不就是苏打绿小情歌的超级动画mv嘛。"
"chan","平庸，新海诚就是平庸的代名词，太垃圾了"
"blacktea","台词尬，插入曲吵，镜头切得烂，核心冲突莫名。唯一触动点：もう二度と晴れなくたっていい！青空よりも、俺はOOがいい！天気なんて、狂ったままでいいんだ！"
"伯樵·阿苏勒","实在很难领会……阳菜就是白素贞，东京秒变威尼斯……不过感觉新海诚去拍H漫肯定好看！"
"🐒","剧情逻辑混乱，很迷"
"科林","一如既往的罗曼蒂克，似曾相识的老调重弹。"
"sou11","「你的名字」让我以为新海诚终于把握了拍商业片的诀窍，结果这次又回去了。妹妹头小学生大概是唯一亮点吧，现在的小学生真的很强"
"柠檬子","我是给君名打了5星的，看之前和我朋友拍胸脯说这导演拍的动画片很好看的信我，看完后我气的连话都没说出来，饭都吃不下，变得非常愤怒💢我认真的怀疑了君名到底是不是新海诚拍出来的电影。这部不仅仅是中二了，是逻辑狗屁不通，矫情造作到脱离尘世无病呻吟，扭曲现实，少年们懵懂的爱情没处理到让人觉得美好，而是那种“我们真爱，你们所有人被淹死好啦，关我们屁事咧？”我大型迷惑现场！！！两颗星给画面和音乐。"
"任原","品味太糟糕了。OST强暴我的听觉。无病呻吟的角色，言之无物的剧情，节奏失控的叙事，新海诚的绝佳对位其实是郭敬明，两位或许能在未来合作，这样能少糟蹋一些剧本。"
"IVancy","很失望，白冻了两个小时"
"孤筏重洋","191103.★★☆.俗不可耐.恶不容诛.再见新海诚"
"晨巍","年轻人的爱情是好美好。用警察和枪作为男主的阻碍，还是太偷懒了。对另一个世界的刻画铺垫好少，只用了5分钟老爷爷的描述强行解释，还是挺失望的"
"苏小妹","我以为是个悲剧，原来是个慢悠悠的喜剧，结果还是一个悲剧，节奏太慢了。"
"尴尬癌晚期","不知道在讲什么，情感也很牵强，跟你的名字没法比"
"eiaiisland","蛮无趣的"
"姜汁酱泡椒饼","音乐已经没有在君名里面听到的那种新意感了画面的话依旧精美但已经厌了就像在看高清壁纸在滑动这个少男少女的爱情故事。。。女高中生和男高中生已经被定式了吗？新海诚在采访里说他最喜欢女高中生那个年纪就是什么什么充满干劲奋不顾身啥的他所有的女高中生感觉都一样男高中生也一样这对男女和那对男女有什么区别呢其实故事还行跌宕起伏也不简单但人物塑造的一塌糊涂反正没有任何人物性格糖水的一腿没有办法引起我和主角的共情导致这个电影看得没有任何滋味有君名在前音乐也还是那个调调画面也还是那个样子"
"SYUKAKA","低幼。8.11@香港百老汇电影中心"
"石章鱼一生推","不好看，颠覆三观"
"法彤","呃……有钱在各大车站投放广告……请找个好一点的编剧叭，谢谢"
"sibyl","新海诚疯了么"
"举身赴清池","包装精美的垃圾"
"黯黠","19年去電影院看的片子好像都沒咋標記過其實沒啥印象了,只記得跟你的名字比起來差遠了..."
"叶子叶子","是一部很好睡的电影了。"
"有病得治","只有画面和插曲来撑…剧情完全没有代入感，中二之子…………"
"Shaw_喆宇","视听不错，是新海诚一贯的风格，但故事就……元素太多，前面纯爱部分还不错，后面元素太多太混乱……"
"齐马蓝","剧本好差。"
"AkaneAntares","2019#11Movix昭島沒看懂故事.....orz所以就是1)只要跟你在一起,世界變得如何都無關緊要?+2)我們要好好照顧地球,不然大自然會自我調節,隨時換到以前的模樣?但各樣想說的都糟點滿滿.而且連續下三年的雨,其他地方不會都一樣嗎?原本蓋好的高樓入口都變成在海底...那要怎麼進屋呢?還不要說一開始的廣告特輯,畫得那麼還原,真的可以這樣嗎?歌很好聽...但好像太多了"
"Sakano","什么sb玩意儿啊？？“君達何も知らないのに”男主歇斯底里喊着这句话抬枪袭警，我？？？？？脑子呢？这剧情？？？逻辑呢？放映结束我听到影院内此起彼伏的不满和嘲讽，鸡油菌愤怒的制止了我想要吐槽的行为——这电影不值得讨论。"
"似此星辰","其实不管诚哥前期沉迷情绪表达的作品，还是开始在意观众感受的你名，我都觉得即使不提画面也很有可取之处，但这部就，地铁老人看手机.jpg。也许就因为要成全她，东京沉没了，真是倾城之恋啊（棒读。回想一下我看过的弱智动画和中二动画多了去了，都比这部糟糕，但并没有哪一部像这样让我想要对主角发问：你是否大脑发育尚未完全？emmmm不过反过来说如果采用“青少年是生理意义上的脑残”的定义，搞不好这是完美运用了这一塑造方式……到这里我都还打算给三星，但两人从天坠落那一段就真的不能忍，看到相似的画面背后你跟千与千寻的差距有多大了吗？"
"汝就做吾的犬吧","以前的新海诚在每部新作品里都会或多或少尝试搞点新东西，或是换叙事风格或是换作画风格或是换角色塑造上的特点，这些变化里有失败的，比如《追逐繁星的孩子》，有成功的，比如《你的名字》，总之成功也好失败也罢，每一部作品里他都始终在尝试自我突破，这点是作为一个动画人最令人期待的地方…然而这部电影里却毫无半点这样的突破，甚至开始走上了歪路，男女主角的行为有一种很俗气的做作和尴尬，几段感情戏的奔跑和嘶吼如此聒噪又苍白无力，真是让我分不清到底是在拍“小孩子的恋爱”还是“给小孩子看的恋爱”，短短几年居然退步如斯，但愿只是一时发挥失常吧…"
"Dr. ChaLove","三叶跑，三叶跑完帆高跑；帆高跑，帆高跑完……把三叶你们充满回忆的台阶淹了！"
"年轻人不要信邪~","呕"
"谢谢你们的鱼","基本上和逻辑saygoodbye了，画面依然好看，音乐依然好听，然后故事一塌糊涂，所有情节和情感的打点方式都和《你的名字》一模一样，但是却完全无法融入其中，更别说被打动了。说来也巧，这种少男少女相互依偎的设定居然和《少年的你》产生了一种无意间的对照，当然，《少年的你》完胜。"
"抛掷健康空壳","大型迷惑行为。"
"中途半端専門家","有的人一张嘴就好窒息，只能说术业有专攻8。少年啊，铁轨没有尽头，跑到代々木挺行的。贵团我看跟新海诚今生今世也绑定到死得了，还能一直开起蛋巡。把新宿周边拍得太熟太熟了，熟到已经看厌。"
"一级假笑选手","诚哥，这个剧本真的不合格。画面是真的好，很多熟悉的画面导致过于融入我的日常生活让我因为其中一些幻想场景感到有点出戏。取景努力了，这点要承认。音乐要夸的，请一定要谢谢野田先生。但故事的灵魂在于剧情，毫无plot可言。请回归初心。p.s.小栗旬的声音意外的很适合須賀さん，喜欢了。"
"Asa","我是真挺佩服新海诚的…他也不进步也不退步…他就…一直这么迷这么哄骗十岁小孩，歌还行，但是不是太喧宾夺主了，新宿的大路口挺亲切，haha"
"closer","LAZYWRITING！！！"
"Hopedeer","光污染之子唯一的亮点就是trailer剪的好了，初中生级别的幼稚脚本，完全浮躁的商业化堆砌，新海诚看样子是尝到甜头就不思进取了"
"挪威耀阳","完了完了，已经过了千篇一律的新海诚动画的受众年龄……【PS：19.12.8豆瓣7.1[13.8万]，好友6.6[42]】"
"喂饭","只有当两人的爱情本身不再微妙，才需要不停地在天气预报中向全世界宣告，这对恋人相爱。所谓将人的情绪“外化成天气”的高概念也是无聊的，它宣布天上的云雨就和医院病房的心电图没什么两样，只是对“事实”的同步。谨慎吹捧新海诚啦，我估计他已经掉到这种自作聪明的高概念里出不来了…"
"潇湘风筝","画面很美一颗星，音乐不错再加一颗。全剧广告，剧情很烂，莫名其妙"
"康报虹","狼的孩子，雨和雪；天气的孩子，晴与凪。少年的你，狼狈又无助；少女的她，温暖而成熟。要多勇敢才能走出第一步？要多幸运才能走近她的世界？要多努力才能和她再次相遇？追逐繁星的孩子早已跑到了天边，追逐光的少年还在奋力向上，从疯狂的世界此岸，向着云之彼端进发，心中默念你的名字，在樱花飘落处再次相遇。"
"万户","无病呻吟，乱七八糟。"
"无邪天真","中二，无聊，剧情尴尬，槽点太多。而且商业化特别严重"
"godannar","如果说第一次歌声的插入时机尚可以解释为复用《你的名字》，那最后高潮时分歌声的突袭珍珠港又算什么呢？这要真是新海诚个人的美学选择而非某种商业插入，那我只能讲一句“我熟悉的日本张艺谋又回来啦！”不过在那之前，真正需要讨论的，是新海诚在面对世界系时开始有一种危险的苗头：他似乎没有意识到一个世界系故事无论如何选择，无论如何为他赋予新的诠释，它首先且必须真诚地面对“拯救谁？”这终极一问。如果没有这份真诚，如果没有那些为答案焦虑不安的每个夜晚，世界系就会轰然倒塌。"
"vivi","记得上次在同一个厅看的是“千与千寻”。年纪大了，真的看不来这种玩意儿"
"[已注销]","反社会"
"EDEN","除了画面和BGM（不是RADWIMPS的歌！！！）以外乏善可陈。全靠狗血哭泣式念台词煽情，然后陪着RADWIMPS的歌给你剪几个MV，这就叫做电影吗？感觉就是把君名的手法再用一遍，只可惜一次观众可以买账，老是不长进就显得很无趣了。天知道最后看到男女主中二的台词我有多尴尬，每个煽情桥段都充斥着给我枯给我感动的那种强行装逼的感觉，总之诚哥你还是认清楚，拍MV和电影不一样啊不一样！"
"Bryan·M","将近2小时的动态壁纸秀，用电影的台词讲就是拿个轻小说的设定忽悠人，设定、背景随便讲一点就当作大功告成，主角还不如配角出彩、顺眼。手枪别跟我说什么彩蛋，G2海底神殿日文被吐槽死，凭什么你一小鬼东京街头开枪就能洗？人与人的交互关系本身就是很现实的东西，却总是用极不可信、令人作呕的方式推进、制造冲突。明明奇幻元素可以大放异彩，到头来只是美术和BGM的画面陪衬，雷声大雨点小。想透出人与自然的深度最后又止步于言情。新海诚简直就是日本扎克•施耐德，脑洞和美术好，但在电影整体制作时却不懂得取舍与平衡，最终再简单明了的东西都沦为曲高和寡的“粉丝电影”。2.5。"
"昭和惊弓鸟","画面一如既往沉醉其中，故事也一如既往值得大肆鞭打，那就一如既往两星吧。"
"飞行员","很好睡"
"我喜欢你蔻干午","日本郭敬明抄了一个日本版的《大鱼海棠》"
"Cambrian","太中二了，也不如你的名字顺畅20191102@望京中影CFRwith陈工"
"jj73浅之","剧情空洞至极，情感低龄，老阿姨全程问号脸"
"羊男的乌鸦","求人求己不如求晴天娃娃。要是晴女献祭了就结束还能成就一段可歌可泣的爱情故事然而硬拗这种he就索然无味了哈"
"架构师","导演只是拍了一部东京旅游观光片，结果你们一个二个都在讨论剧情。这就像看战狼总是纠结于吴京为什么不会死，打完一波又满血复活一样，这种剧情经得起推敲吗，当然经不起，因为这种剧情只是为了给炫目的特效和华丽的画面一个存在的借口而已。男主角救女主角，女主角控制雨晴，这剧情根本不是重点啊，重点是导演说我要把东京大雨磅礴的样子华丽地展现在荧幕上，所以剧情就是会下雨就行了。真正的主角是东京城市的风景，楼房的一砖一瓦，路边的一草一木啊。"
"饮歌","新海诚绝对不是这个实力。所有的关键转折都很牵强，给人一种编不下去的感觉；感情也完全是靠音乐助力，最后音乐多到几乎成了动画MV串烧。"
"小众电影","好久不在豆瓣上写东西了，等为了这部电影，我再说一句！电影的剧情太苍白了，没有逻辑，脱离现实。这是我近两年在电影院看的最无聊的电影。"
"南冠君子朔风前","脑缺，有坑"
"南无","看了一半实在没有兴趣，从电影院走了。"
"lì","新海诚跪下叫野田洋次郎爸爸"
"茨微格","完美配乐，精致画面，新海诚式铁路、云朵与东京，加上烂烂烂的剧情，剧情烂到我因为一个人来看没法和身边的人吐槽而浑身难受。男主角举枪时丝毫无法感受到为爱不顾一切的勇气与动人，而是对这样幼稚矫情的情情爱爱感到无比厌烦与不耐。我还期待结局大叔这个角色的身份反转，就是男主未来的样子什么什么的结合科幻因素，看来是我脑洞太大了:-)"
"大地之灯","好看不好看。嗯"
"桌子上的火焰","难看到令人发指"
"钟方源","剧情太烂，平淡且拖拉，除了画面一无是处，以后不会再踩新海诚这个坑。"
"Lesley","歌挺好听。他们之间的感情感觉傻不拉叽的。"
"Urbino","绝了，aprèsnousledéluge你敢信"
"Rembrandt","这是什么牛逼科幻爱情灾难恐怖片？？？一场青春期撒泼引起的离家北漂，用拍脑袋想出来的开挂技能勉强包上个《布鲁克林》式的爱情×创业外壳，再加一出《大鱼海棠》风味的红颜献祭再次把整个世界放在了自身的对立面，最后慷慨激昂地喊出“你不用改变世界，我只想见你”后给予三年自然灾害重拳以示胜利。又是一次少年荷尔蒙与社会纲常的对抗，可为什么要对抗，从头到尾站不住脚的到底是谁？新海诚一直以来反伦理反体制甚至反人类文明秩序，可他每次的落脚点都是我年轻热血我有理，怎么看怎么不怀好意。"
"工口工口工厂长","建国可，小翅膀不行，诚哥不行，kaji的飞机头警察前面都没听出来，我以为是大哥丢的枪，飞机头假扮警察（x线路工最不行，就让他死跑，只会喇叭喊喊，看得我害怕死，你拦一下呢？这类的莫名其妙太多，有种什么玩意儿的感觉，最好看的居然是小学生谈恋爱"
"阿比西尼亚","（再看新海诚我就是狗）"
"HANNAMITHD","新海诚熟悉的套路，精美的画面和好听的配乐，中二少男少女的恋爱故事。比起你的名字，是退步的。与你的名字换错身的设定相比，这次晴女的设定简直是小儿科。歌曲也没有你的名字中的几首金曲抓耳。而且故事这次中二的有点过头了。。新海诚之前中二也只是自己中二而已，这次中二是要全世界陪自己一起那种中二，让人真的难以忍受。。男女主最后自豪自己摧毁东京改变世界留下幸福的眼泪时我都傻了。真的是没有负罪感吗。。。这中二过头了"
"慵懒的魑","三观不合"
"依雨黛水","浅薄的剧情，尴尬的台词，跳跃的感情线无一不是致命伤。就算结尾试图用高深的台词“东京曾经就是海”“世界本来就是疯狂的”也无法掩饰其幼稚小学生恋爱故事的本质。有点失望。"
"仅止执黑","1.二三十块钱，你能买到《千与千寻》，也可以买到《你的名字》。我甚至可以二刷《罗小黑战记》。但是选择《天气之子》脑子实在是抽了；2.画面再精美，也是一坨翔，一坨包装精美的翔；3.两个铁憨憨的作死大秀；4.尽职尽责的警察好可怜，生生的被立成了本电影的反派。主要矛盾竟然是违法后对抗警察？5.在最近这个未成年人犯罪被推到风口浪尖的时候，这个玩意儿实在是让我太反感了。"
"风叶青葱呦嚯","这个男主看得我想打他……离家出走背景原因也没有交代，父母焦急的到处张贴寻人启事，他这边死活不回去，最后还持枪袭警……塑造成警察是反派……我有一种他才是反派的感觉……"
"Ｓ．","画面很美歌还可以故事槽点太多。男主角色太中二了槽多无口略过；所以这场天气异常没有任何原因吗就是老天莫名想搞你？东京招谁惹谁了？大背头警察是什么梗吗为啥梳大背头啊，而且警察太弱了吧人都抓到局子里了还能被跑掉？烈日下日剧跑从池袋跑到代代木我敬你是条汉子你们可以地图上查查距离；楼里那段太蠢又扯略过；竟然就突然三年后了？还男主三年来没和女主联系过？放弃了世界选择了老婆，然后老婆放着三年不联系？哈？女主没手机不能联系？没手机所以不能联系？可她前面还用ipad啊？因为罪恶感所以不联系那三年后罪恶感怎么就没了啊？就因为被小栗旬说这个世界本来就疯狂？这个世界怎么了就要被你说疯狂？还是因为200年前江户都是海只是恢复了原样？都是海但并没有天天下雨吧？根本不一样好吧？之后就普通的见面了，所以为啥要三年不联系啊？"
"[已注销]","想吐"
"Come&search","故事矫情老套，强行制造一人为爱对抗全世界的戏码着实令人头皮发麻。新海诚换汤不换药，把上部作品的剧情换个故事背景重新哄骗观众，江郎才尽。"
"公映哥","一流的美术，二流的剧情，三流的广告植入。仍然是绝美的画风，也仍然是绝佳的音乐，如《你的名字。》一样。但从剧情而言，新海诚并没有把如此庞杂的一个故事理地一清二楚。太急于表现几个特别的点，反而没把最基础的故事打扎实，铺垫也不是很到位。全程如坐针毡，坐立不安，随处可见的广告，打破绝美画风，让人出戏。《天气之子》，一流的美术，二流的剧本，三流的广告植入。"
"捕梦и","画面真的美，但是故事无聊，没有任何升华，可能是感受不到日本动漫爱情故事的美好，没有代入感"
"Shaka","又一个视觉污染系导演诞生了。再优秀的导演也会马失前蹄，比如李安能拍出《断背山》也能拍出《双子杀手》，但你绝对无法接受李安拍个《逐梦演艺圈》出来。对，这就是新海诚的《逐梦演艺圈》。"
"缸","希望你青春主题的导演能分清楚少年气和讨扎局的区别我是东京人我应该会众筹追杀主角"
"云琅","脚本脚本，用脚写剧本也不算冤枉。依然是美丽的画面薄弱的故事，强烈煽情的音乐，逼人流泪的中二台词。能理解意图，不论是环保，还是说人并不一定要为了世界而牺牲自己。但不能接受这种迷惑的三观不正，披着爱情外衣的表达。我可以接受女主不为世界牺牲，但不能接受日本在暴雨中生活三年不采取行动，不能接受男女主不去尝试用其他方法改变世界。可以接受女主看破红尘愿意牺牲，又或者了解自己的价值而不牺牲，不能接受男主令人迷惑的爱情执念。剧情交代也不清楚。枪没来由的出现，即便加上被别人丢掉的前提，男主用枪也很牵强。天空中究竟有什么，日本为何突然下暴雨，没有说清楚。反复强调日本本来就是海这点，或许是想说一切要回归自然，但这不是你毁天灭地灭绝人类的理由。老头观点迷惑，既然不存在真正“异常”的天气，又何来晴女必须牺牲呢"
"屋上","真的是年度最烂，用日式动画里最烂俗的桥段打造出最烂俗的效果，重金求一双没看过天气之子的眼睛"
"momoko酱","我内心毫无波动甚至还想笑幻想可以讲点逻辑"
"狗屎粑粑田","烂透了。"
